point_id,latitude,longitude,elevation_m
P02672,24.947695,94.047377,627.94
P02673,28.63348,92.650005,1164.35
P02674,26.786343,93.98441,1194.41
P02675,25.423903,90.684493,485.22
P02676,23.413356,94.138549,605.64
P02677,27.97431,95.757173,1473.8
P02678,23.164743,93.068656,611.81
P02679,25.729569,92.616681,494.58
P02680,27.75197,94.393487,1203.03
P02681,25.090747,92.585317,300.0
P02682,26.369385,91.149037,909.92
P02683,25.942574,93.856296,984.04
P02684,26.730594,93.635976,733.55
P02685,27.500868,95.468143,1100.19
P02686,26.328956,93.999894,1099.37
P02687,26.065309,93.898418,683.43
P02688,23.904228,93.339168,991.81
P02689,28.053367,94.224498,1397.67
P02690,28.795368,93.737913,1693.69
P02691,23.997801,94.34668,739.12
P02692,25.729386,92.574215,747.9
P02693,25.225782,93.807855,571.18
P02694,23.703999,94.094024,915.03
P02695,25.15299,91.90851,361.33
P02696,27.549217,93.270123,1166.95
P02697,22.903982,92.873302,873.72
P02698,24.88762,93.935345,615.75
P02699,29.5,94.587875,1420.35
P02700,22.725145,93.619117,468.95
P02701,27.606369,91.7812,1127.9
P02702,25.387418,94.366023,963.76
P02703,25.67679,90.649992,530.54
P02704,29.180272,90.823415,1137.24
P02705,22.0,93.179563,467.14
P02706,23.36344,93.211277,639.84
P02707,26.033726,93.377621,785.13
P02708,24.635487,93.367547,970.5
P02709,27.60185,92.286242,1162.25
P02710,28.09793,93.699583,1388.21
P02711,25.575235,92.633281,625.84
P02712,27.874048,94.310689,1248.05
P02713,27.322249,97.144899,1370.32
P02714,25.476736,92.178903,300.0
P02715,26.924124,93.347584,811.17
P02716,25.125371,95.176873,708.05
P02717,25.339736,95.93208,803.1
P02718,28.840448,95.075941,972.56
P02719,25.883957,92.911631,895.13
P02720,27.286599,92.510772,1271.99
P02721,23.583782,93.476446,389.98
P02722,26.125021,93.041957,895.74
P02723,26.177662,96.485553,1536.26
P02724,26.317765,92.972491,917.2
P02725,23.376582,93.00813,946.49
P02726,22.0,93.164089,325.23
P02727,26.321979,91.466698,885.14
P02728,27.789202,95.559577,1598.06
P02729,25.371743,93.393971,685.78
P02730,27.373545,93.932417,921.95
P02731,27.348472,95.078802,1440.15
P02732,26.710211,94.797826,828.72
P02733,24.973795,92.335422,668.94
P02734,24.756178,93.623474,680.99
P02735,25.266668,95.444907,1120.67
P02736,24.044926,94.74303,390.27
P02737,25.305337,94.172186,649.14
P02738,25.275208,94.337835,300.0
P02739,26.883684,94.29774,553.29
P02740,28.187593,95.895893,1657.47
P02741,26.075588,90.970638,582.85
P02742,25.221275,94.64792,761.79
P02743,28.289761,94.896309,1254.24
P02744,25.780218,91.660861,654.53
P02745,27.448823,93.216078,941.45
P02746,26.017839,94.698802,727.0
P02747,25.436352,94.174674,721.4
P02748,27.247064,94.447072,635.49
P02749,27.168694,93.760197,1111.96
P02750,25.826847,93.976071,442.14
P02751,28.173295,91.555384,1022.52
P02752,23.171988,93.559846,456.61
P02753,23.359981,94.686865,688.17
P02754,23.90892,93.433615,300.0
P02755,26.022733,92.906233,630.63
P02756,24.694922,95.254122,873.75
P02757,27.373111,94.680988,1518.51
P02758,23.480501,92.753681,609.09
P02759,23.690456,93.962421,886.62
P02760,23.401743,95.056232,1125.42
P02761,25.882922,94.388665,797.64
P02762,25.840582,94.514953,713.65
P02763,24.692324,94.901535,1056.16
P02764,24.657574,93.759571,866.95
P02765,26.999951,93.021873,1127.67
P02766,22.829606,93.98753,516.8
P02767,23.539548,94.1127,916.08
P02768,25.607721,93.825887,308.66
P02769,27.749959,89.904423,994.92
P02770,26.344045,94.433721,877.88
P02771,23.201318,92.084181,447.76
P02772,24.606882,91.461877,352.86
P02773,25.428577,94.076573,1129.35
P02774,24.93222,90.234046,300.0
P02775,28.321149,95.339685,1036.18
P02776,26.007641,94.121895,935.48
P02777,27.648041,91.14494,1417.09
P02778,25.908822,90.997089,543.84
P02779,28.18988,94.991852,1667.21
P02780,23.432385,92.422704,640.12
P02781,25.623771,94.590119,1003.84
P02782,27.912222,96.126603,1304.15
P02783,25.42438,94.712136,300.0
P02784,29.482596,93.789027,1336.78
P02785,24.827383,93.912683,1194.16
P02786,24.9348,93.919087,802.52
P02787,28.192337,95.528764,1479.89
P02788,27.631875,97.5,1009.21
P02789,27.159612,95.884676,1435.68
P02790,24.527599,93.149476,915.27
P02791,27.40149,93.22666,1198.27
P02792,23.965746,93.543788,670.87
P02793,24.18524,93.093207,602.74
P02794,26.559538,93.902966,1102.99
P02795,26.600717,92.990826,1488.27
P02796,26.719354,94.205588,1055.02
P02797,25.373025,94.436303,612.94
P02798,24.560071,94.031609,713.52
P02799,24.320985,93.967268,440.52
P02800,25.126434,91.108311,745.39
P02801,26.170195,92.061217,300.0
P02802,24.88516,95.65878,883.56
P02803,28.11028,91.667659,1082.32
P02804,27.625679,91.337513,1199.32
P02805,28.65775,95.759121,1631.53
P02806,27.285212,95.905648,1184.33
P02807,25.969058,94.379215,925.75
P02808,25.922189,92.421743,461.67
P02809,27.833148,94.569241,1186.23
P02810,25.482126,91.751654,508.04
P02811,24.716643,94.470601,541.01
P02812,25.710351,93.872304,312.97
P02813,25.22952,94.912332,375.09
P02814,24.057542,93.238419,794.76
P02815,27.91377,96.120909,1394.03
P02816,22.629636,93.143988,532.94
P02817,26.690314,94.835338,832.65
P02818,26.497006,92.355986,1210.42
P02819,24.908221,91.908459,300.0
P02820,25.575197,94.637295,659.24
P02821,24.227755,92.08009,863.19
P02822,25.163457,93.60479,810.87
P02823,23.673771,93.570337,544.1
P02824,26.587563,94.140356,832.76
P02825,22.09011,92.88471,656.34
P02826,26.085254,94.639876,699.76
P02827,25.058817,94.699459,300.0
P02828,25.50372,94.165534,597.83
P02829,27.036101,92.806448,1142.76
P02830,24.810221,94.590445,860.28
P02831,25.739554,91.772686,1232.13
P02832,28.696326,92.680978,1179.94
P02833,26.753656,94.276053,1208.52
P02834,25.21113,94.568543,613.43
P02835,26.854142,94.283035,935.26
P02836,24.907975,94.09484,393.47
P02837,26.209486,94.416352,785.01
P02838,22.425285,93.22083,640.12
P02839,26.914176,91.950557,555.18
P02840,23.246603,92.514363,560.01
P02841,24.2063,92.221233,997.95
P02842,29.43852,95.267468,1446.36
P02843,24.875715,94.511895,920.27
P02844,28.706278,95.10726,1732.74
P02845,23.548716,95.127909,392.87
P02846,25.898399,94.89137,854.66
P02847,28.735013,93.107905,1472.27
P02848,26.627807,91.914946,866.15
P02849,24.313808,92.609389,570.18
P02850,27.16372,94.553368,1244.13
P02851,24.230236,93.351699,300.0
P02852,26.008915,94.687442,692.52
P02853,24.280399,93.409296,491.89
P02854,25.721336,92.513186,958.03
P02855,25.465635,95.414689,1068.39
P02856,26.782349,91.443467,391.96
P02857,25.498505,94.423687,867.36
P02858,25.302062,93.831926,1158.81
P02859,27.393798,96.023164,1486.67
P02860,24.840608,93.360185,386.23
P02861,25.338466,95.70481,686.88
P02862,27.792596,92.859257,1128.9
P02863,26.586958,95.068117,898.88
P02864,22.691378,93.579586,489.54
P02865,24.712537,92.659542,889.98
P02866,25.737376,92.254281,547.06
P02867,29.280058,95.888136,1170.96
P02868,28.036706,92.406255,689.49
P02869,25.753359,91.062815,688.51
P02870,26.059825,95.566229,1076.06
P02871,24.487841,92.264097,694.1
P02872,27.998979,94.184608,1464.75
P02873,29.5,91.561465,1046.37
P02874,28.152111,93.510939,1007.96
P02875,26.042237,92.535393,1605.5
P02876,26.821897,93.716013,764.81
P02877,29.5,93.347443,1297.81
P02878,29.5,94.66752,1460.03
P02879,24.00023,92.877991,734.08
P02880,26.046698,92.731795,354.82
P02881,27.014205,93.342432,1356.29
P02882,26.416093,93.951321,1045.25
P02883,27.387561,92.413607,999.22
P02884,22.991569,93.825778,300.0
P02885,23.549592,94.381385,300.0
P02886,26.017423,94.51161,903.98
P02887,24.214315,94.033393,458.78
P02888,25.919126,93.524666,723.58
P02889,26.651437,91.338379,1323.03
P02890,25.391368,94.71431,644.51
P02891,28.690085,93.19857,1393.87
P02892,25.401675,91.745127,439.31
P02893,26.373444,94.315738,789.91
P02894,24.686384,94.971055,688.72
P02895,26.128014,91.232745,300.0
P02896,26.807445,92.393106,643.05
P02897,27.554265,94.69155,1304.85
P02898,28.013729,93.403229,1202.04
P02899,24.871667,94.668972,1003.93
P02900,25.670731,91.144686,579.0
P02901,27.316708,92.247691,1282.79
P02902,27.717283,95.993633,1459.95
P02903,26.104483,90.911705,1253.47
P02904,26.667483,93.678337,1144.24
P02905,27.232944,92.547334,1009.24
P02906,24.39853,94.415632,701.1
P02907,25.524874,94.08153,723.95
P02908,27.742275,95.659455,1678.2
P02909,25.101742,93.389265,624.82
P02910,28.410936,94.495975,1387.25
P02911,25.488767,93.697316,300.0
P02912,24.321758,94.323998,771.76
P02913,23.122114,93.971103,473.09
P02914,27.457613,91.026535,1122.79
P02915,23.489241,93.147922,426.16
P02916,26.689577,93.174308,935.15
P02917,25.595205,94.015957,725.08
P02918,27.334641,91.343789,1304.57
P02919,25.109691,93.376095,695.51
P02920,24.700766,94.742823,766.39
P02921,29.426144,94.79296,912.57
P02922,23.062236,92.965184,1142.69
P02923,24.420071,93.254373,495.27
P02924,25.749063,92.459707,300.0
P02925,26.544536,93.596631,969.66
P02926,25.516791,96.863059,401.32
P02927,24.391781,94.784274,1048.91
P02928,25.802173,92.139826,300.0
P02929,26.042379,91.356845,863.6
P02930,26.206165,93.850726,823.53
P02931,25.042007,94.361058,1186.52
P02932,25.986788,96.68755,1197.94
P02933,22.595253,92.974875,300.0
P02934,28.635224,96.02949,1549.01
P02935,24.842765,93.611727,551.31
P02936,24.427208,93.565873,780.38
P02937,26.234025,94.154671,1170.54
P02938,23.359144,94.224756,313.45
P02939,25.739285,92.25669,348.55
P02940,24.328715,93.026882,850.25
P02941,26.262459,94.018335,1048.01
P02942,28.878965,92.808218,917.61
P02943,25.335689,95.777677,487.17
P02944,26.594422,92.446877,1009.07
P02945,27.434957,93.658301,920.73
P02946,23.343401,93.093492,828.8
P02947,23.204432,92.946436,768.6
P02948,27.246408,97.263872,1145.6
P02949,27.102425,91.780559,1125.19
P02950,26.310576,92.449626,502.92
P02951,26.135414,93.19679,692.75
P02952,26.949783,95.29942,1393.0
P02953,24.549717,93.64513,437.76
P02954,26.518001,91.46893,777.31
P02955,25.44692,92.902718,663.7
P02956,25.056622,94.862613,1031.27
P02957,29.5,94.279927,1152.96
P02958,26.045778,91.201245,546.45
P02959,25.075273,94.150098,530.13
P02960,26.087577,95.070442,856.92
P02961,25.296137,93.762974,853.32
P02962,25.019446,91.372806,354.51
P02963,25.405005,90.363588,300.0
P02964,25.800633,89.851577,520.69
P02965,28.718019,93.627974,1315.56
P02966,23.040329,93.776362,481.52
P02967,24.698494,93.106745,676.14
P02968,28.441783,95.661763,1519.8
P02969,23.865738,94.786738,877.18
P02970,28.785864,93.400233,1081.66
P02971,29.249891,93.495729,922.65
P02972,23.521104,93.351496,666.65
P02973,27.641796,91.534529,753.99
P02974,24.819266,94.475639,305.46
P02975,25.671745,90.63958,1467.73
P02976,29.5,93.46406,1266.03
P02977,25.432163,94.323071,844.34
P02978,25.035071,94.788214,1072.5
P02979,25.962806,91.941893,512.21
P02980,27.911885,92.184201,1131.91
P02981,25.27042,91.118116,586.14
P02982,24.60174,93.764325,548.75
P02983,27.466368,95.731721,1492.54
P02984,26.631516,92.740349,1023.15
P02985,26.448712,91.978028,397.1
P02986,26.284589,93.932473,835.46
P02987,28.258476,91.067821,979.95
P02988,24.910539,93.404266,908.99
P02989,23.521124,95.307172,727.93
P02990,25.275688,94.16424,818.4
P02991,27.595575,93.461032,1047.09
P02992,27.297816,96.085057,1868.98
P02993,27.759245,93.4342,745.1
P02994,28.44674,90.260785,895.91
P02995,25.476251,90.764536,613.74
P02996,26.641144,93.379634,898.75
P02997,28.137151,95.67041,300.0
P02998,26.828234,95.795471,844.82
P02999,25.020245,93.42482,599.36
P03000,23.10584,93.086173,338.62
P03001,23.856249,94.716132,465.62
P03002,24.783825,94.456774,746.03
P03003,23.527751,94.551399,985.6
P03004,26.507166,95.776512,741.58
P03005,27.125287,93.194878,1193.49
P03006,25.365197,91.056866,492.49
P03007,27.251951,92.781394,1159.69
P03008,24.460371,92.862819,509.83
P03009,27.674446,90.749963,1293.38
P03010,26.103635,92.21434,300.0
P03011,23.638253,92.382443,1027.67
P03012,22.496108,92.873961,300.0
P03013,25.711612,92.449741,300.0
P03014,25.738002,91.660948,300.0
P03015,28.126249,91.218018,897.93
P03016,25.815719,94.290696,321.9
P03017,28.719786,94.755452,364.13
P03018,29.456133,92.907604,1184.1
P03019,29.372505,93.282169,1094.5
P03020,25.076824,91.207616,300.0
P03021,23.755858,93.92533,335.87
P03022,24.909262,93.461092,1048.87
P03023,25.886303,93.781999,638.16
P03024,25.742702,91.790113,649.37
P03025,29.5,94.989821,1487.92
P03026,22.710461,92.74726,368.82
P03027,26.549642,92.203731,764.79
P03028,23.603305,92.405745,300.0
P03029,29.098395,92.432633,1192.91
P03030,25.954387,94.76183,780.06
P03031,25.667909,95.518099,771.08
P03032,29.497044,94.310253,1472.48
P03033,28.499271,94.555731,1252.55
P03034,25.662239,88.308448,1305.68
P03035,27.958761,92.460355,1046.25
P03036,27.980422,91.73579,601.7
P03037,25.878469,94.644579,851.42
P03038,29.5,94.456658,1243.96
P03039,26.038726,92.492863,300.0
P03040,24.929721,93.64171,804.82
P03041,26.604682,95.225565,1288.17
P03042,25.790206,96.504697,671.12
P03043,26.279118,93.482069,433.75
P03044,26.339323,94.400476,513.05
P03045,25.216618,96.072327,698.23
P03046,26.05807,92.523675,1540.43
P03047,28.875429,91.13447,1237.39
P03048,25.140444,96.38434,300.0
P03049,27.792452,93.271867,849.04
P03050,25.411201,94.240181,692.32
P03051,23.583072,94.067526,567.6
P03052,27.565143,91.9477,1244.99
P03053,25.714219,94.044304,337.21
P03054,28.077414,92.385878,1283.49
P03055,22.062625,93.008891,773.59
P03056,29.101612,93.559591,1395.5
P03057,25.630562,96.268716,698.47
P03058,22.971132,94.775399,932.1
P03059,25.176717,91.931326,842.8
P03060,22.474294,93.827455,472.71
P03061,24.508997,93.963297,811.48
P03062,25.533872,93.271617,571.74
P03063,27.085744,95.32589,1340.27
P03064,28.530487,96.463847,1900.2
P03065,25.933773,95.50514,1121.55
P03066,25.098368,93.314306,1058.03
P03067,22.260008,92.866423,397.07
P03068,25.597166,94.309161,641.75
P03069,29.435108,91.270869,930.52
P03070,25.475084,95.847695,802.21
P03071,27.725979,92.460932,1173.05
P03072,25.657336,93.594269,346.12
P03073,24.709019,92.166621,567.41
P03074,28.732034,92.413759,1083.28
P03075,24.206615,94.694948,536.94
P03076,24.235775,94.432566,1064.51
P03077,26.442942,94.257592,794.01
P03078,27.720341,95.641147,1589.71
P03079,25.280475,94.340113,447.26
P03080,24.558354,93.359706,687.21
P03081,25.519293,90.517941,546.03
P03082,26.647411,94.953931,815.69
P03083,25.170075,93.776892,605.08
P03084,27.103954,95.605774,1876.74
P03085,23.827627,93.044109,555.57
P03086,25.62237,91.477331,501.88
P03087,23.973416,93.733398,300.0
P03088,27.69244,94.107411,1389.51
P03089,27.236014,93.711281,989.11
P03090,26.969809,95.037167,1756.88
P03091,25.18466,92.795785,565.65
P03092,25.175698,94.157887,652.85
P03093,26.036046,94.894249,605.7
P03094,24.83415,93.367415,498.66
P03095,26.551617,95.033604,766.16
P03096,26.288661,94.718785,1013.81
P03097,24.887345,94.082103,491.36
P03098,22.29493,92.53084,502.25
P03099,25.251523,90.390997,646.84
P03100,25.747514,94.523679,1103.01
P03101,24.362374,91.611477,361.45
P03102,22.486484,94.379419,300.0
P03103,25.729752,94.979975,1078.72
P03104,24.191627,93.952811,788.02
P03105,26.421346,91.008044,370.36
P03106,25.546896,91.853768,389.93
P03107,23.677921,91.20403,402.9
P03108,28.655966,94.303755,783.93
P03109,25.175243,92.055595,859.38
P03110,26.002511,93.511485,969.09
P03111,27.847317,90.184892,1513.49
P03112,25.027084,94.15147,716.51
P03113,27.646932,94.0996,1130.58
P03114,25.387225,92.643086,610.49
P03115,25.583691,94.307342,881.48
P03116,27.025268,92.694841,1138.45
P03117,26.181075,94.905164,1007.6
P03118,27.580611,95.886474,1029.99
P03119,26.001041,91.394072,906.27
P03120,24.195294,94.109589,715.29
P03121,25.005325,91.350367,455.8
P03122,25.719087,93.630123,584.01
P03123,24.903733,94.435748,835.12
P03124,22.806677,94.182132,300.0
P03125,26.859164,92.132232,1068.87
P03126,25.55915,94.636076,837.23
P03127,27.363801,92.722507,1150.47
P03128,26.168077,93.900104,924.65
P03129,25.141966,94.405301,486.39
P03130,26.923866,93.290449,852.45
P03131,26.528949,93.13991,1292.31
P03132,27.544446,95.286684,999.59
P03133,27.432282,94.249627,937.03
P03134,24.315248,94.155194,653.09
P03135,26.539172,91.710465,1274.67
P03136,24.956378,93.106101,977.57
P03137,25.563422,91.332695,481.2
P03138,22.683249,93.327144,634.63
P03139,27.752639,94.689131,1353.38
P03140,25.032093,93.760731,891.48
P03141,27.014275,92.4809,1173.8
P03142,26.610212,93.215676,1011.56
P03143,25.733156,92.151281,1277.23
P03144,23.927695,94.133957,848.45
P03145,23.606846,93.286145,648.59
P03146,25.680367,95.021619,938.68
P03147,25.728351,91.263253,345.32
P03148,27.055047,93.083225,1844.32
P03149,25.124253,92.930938,497.23
P03150,23.915814,93.182464,678.15
P03151,25.743233,95.531301,1027.65
P03152,23.790796,94.512659,881.18
P03153,24.768412,92.15689,300.0
P03154,26.607591,94.576792,336.97
P03155,26.861545,95.009464,784.57
P03156,25.449818,92.962844,982.48
P03157,26.281775,95.039309,644.83
P03158,28.470942,93.40262,1264.88
P03159,23.476673,93.295563,568.57
P03160,24.585579,95.39167,974.53
P03161,22.0,91.724155,697.38
P03162,27.296519,96.501922,1161.04
P03163,24.163815,93.666174,355.48
P03164,25.831985,91.56008,673.97
P03165,26.549735,92.195019,508.12
P03166,23.173009,94.58017,786.7
P03167,22.967242,94.32884,427.52
P03168,27.451978,92.858576,1206.52
P03169,25.409961,90.861152,844.26
P03170,25.294534,95.468286,404.32
P03171,24.590854,94.455317,867.92
P03172,25.087078,93.142249,711.88
P03173,27.805478,95.682562,1251.65
P03174,26.983839,94.536496,1177.91
P03175,25.69046,91.464704,519.43
P03176,25.147134,94.832872,1095.68
P03177,25.374377,95.911784,785.77
P03178,27.079414,94.313689,471.67
P03179,26.319431,91.423277,1193.61
P03180,25.964846,94.095706,845.14
P03181,24.342959,94.526036,587.43
P03182,24.902563,95.755138,395.72
P03183,26.391061,90.977446,1211.86
P03184,27.106474,95.514443,1799.88
P03185,28.57184,90.394813,1149.99
P03186,25.57627,95.3749,568.89
P03187,27.162881,95.849108,1391.93
P03188,25.40556,92.653888,347.51
P03189,26.794554,93.159192,716.57
P03190,25.676099,94.859854,849.29
P03191,22.834939,92.933426,300.0
P03192,23.284767,93.245672,492.09
P03193,22.70601,92.416987,493.34
P03194,25.576743,93.48943,520.66
P03195,27.1912,93.789286,459.89
P03196,28.837354,91.686584,1631.94
P03197,27.931508,95.883716,1493.84
P03198,25.580174,94.555357,917.43
P03199,24.768457,95.219638,651.66
P03200,26.429489,93.344362,838.88
P03201,25.427151,95.76711,834.42
P03202,24.234444,95.02585,300.0
P03203,25.565579,93.291875,493.11
P03204,27.873122,93.902552,1186.48
P03205,25.997233,93.814188,758.36
P03206,28.635505,96.851289,1202.36
P03207,25.845261,93.784663,576.02
P03208,26.585878,94.118825,832.78
P03209,27.179392,95.584287,1593.42
P03210,24.240047,91.406118,486.5
P03211,22.670263,93.542483,371.92
P03212,23.559196,94.577454,699.66
P03213,23.774327,92.134774,575.19
P03214,25.499693,94.662122,497.37
P03215,27.055505,93.412973,986.48
P03216,24.806354,95.063868,879.19
P03217,27.899427,94.114193,1382.38
P03218,26.112614,94.519208,1273.3
P03219,27.853855,95.850238,1221.82
P03220,27.140605,91.945058,1198.74
P03221,26.111539,97.456887,884.36
P03222,25.225088,94.885132,942.25
P03223,28.404113,94.433625,1447.19
P03224,23.651754,92.525499,658.11
P03225,24.592739,93.290036,838.68
P03226,27.550061,88.0,956.81
P03227,23.545416,94.272038,859.75
P03228,27.802513,95.4893,1117.33
P03229,25.046198,93.637402,562.74
P03230,28.830027,91.354163,1357.75
P03231,27.748294,94.788629,1136.57
P03232,28.499005,96.468245,1484.07
P03233,25.696123,94.255061,316.8
P03234,26.557044,94.184569,842.7
P03235,24.449454,93.643605,980.58
P03236,27.313464,97.043709,1665.68
P03237,26.051106,92.264015,884.55
P03238,27.083083,95.304085,1062.24
P03239,24.91176,94.888726,1011.69
P03240,26.563856,92.994789,1282.61
P03241,24.97765,92.79946,538.15
P03242,22.579638,92.526518,519.95
P03243,27.931993,93.330887,575.32
P03244,24.823685,93.903511,456.14
P03245,25.330188,94.130431,877.75
P03246,27.328652,90.93348,1031.51
P03247,25.597581,92.594985,765.99
P03248,28.121308,94.804619,1674.85
P03249,23.731205,93.40761,517.39
P03250,27.538421,91.856835,1151.1
P03251,24.745119,93.896225,684.57
P03252,29.5,95.653096,1757.45
P03253,28.026938,94.416926,1335.24
P03254,24.631778,93.912536,539.69
P03255,26.168545,94.676952,928.05
P03256,23.537083,92.027036,474.78
P03257,29.5,93.913317,1446.44
P03258,24.19504,94.039499,354.33
P03259,25.176512,90.754224,300.0
P03260,22.961178,92.344609,766.85
P03261,25.569946,92.311685,300.0
P03262,25.953766,92.326429,638.25
P03263,25.982716,93.926252,838.14
P03264,26.114194,95.697102,564.82
P03265,24.892114,92.704491,300.0
P03266,26.176267,92.478152,700.55
P03267,26.059692,95.447361,715.13
P03268,23.368595,93.592229,810.18
P03269,23.470688,93.414867,300.0
P03270,25.482635,92.50328,987.44
P03271,28.273003,93.788871,1253.35
P03272,24.808614,94.721687,821.86
P03273,26.117157,94.071918,440.45
P03274,23.194466,93.389457,433.28
P03275,22.735985,93.775626,300.0
P03276,28.171151,92.584326,1561.26
P03277,25.736485,90.945161,1061.11
P03278,28.852223,95.522042,1373.49
P03279,25.318414,91.167177,651.0
P03280,26.836838,92.808395,952.73
P03281,25.543598,94.066228,705.7
P03282,25.18544,93.472293,362.69
P03283,26.86613,95.089525,761.17
P03284,29.097719,95.135296,1195.06
P03285,25.232125,94.240959,779.61
P03286,26.644906,92.056647,924.84
P03287,29.246559,93.438065,1125.83
P03288,26.095961,89.509252,1265.77
P03289,28.714826,94.948902,1027.91
P03290,24.580141,94.515042,792.47
P03291,23.114817,93.671408,723.38
P03292,24.50741,91.515029,300.0
P03293,25.188974,92.340091,447.16
P03294,28.598697,94.651146,1378.87
P03295,25.072235,93.972087,867.67
P03296,25.577735,94.35632,721.95
P03297,26.132148,91.829295,300.0
P03298,23.823114,93.437767,419.73
P03299,25.687102,94.375282,788.04
P03300,23.200409,92.864795,861.48
P03301,27.163272,95.657199,1451.52
P03302,26.395275,91.715336,606.17
P03303,25.370221,94.31663,841.96
P03304,26.424354,91.378848,615.27
P03305,23.595688,92.544173,827.08
P03306,25.23984,94.991068,821.66
P03307,25.839185,92.403168,300.0
P03308,22.611726,92.380531,779.96
P03309,25.903826,96.906612,644.67
P03310,23.161988,95.846215,700.78
P03311,26.136628,94.153386,898.03
P03312,24.450222,95.239497,906.42
P03313,26.606286,91.084898,899.71
P03314,23.339566,92.918373,991.01
P03315,26.527647,96.126211,1269.68
P03316,25.710821,93.692052,802.99
P03317,25.299838,93.158035,709.5
P03318,24.729871,92.21698,452.83
P03319,22.327543,93.16836,300.0
P03320,25.115229,93.217835,690.77
P03321,24.294245,93.605342,615.02
P03322,26.813268,92.569789,922.56
P03323,24.797464,91.304817,356.94
P03324,23.857856,94.075006,383.54
P03325,28.226771,95.299903,1636.62
P03326,24.315915,93.534294,764.67
P03327,24.213609,94.380978,859.83
P03328,29.353918,94.689005,1397.69
P03329,24.890862,94.588413,684.0
P03330,26.20806,93.997467,880.9
P03331,25.229191,92.100672,644.78
P03332,24.385051,94.552651,513.26
P03333,27.816846,95.001912,1716.44
P03334,22.983829,94.462313,1038.36
P03335,26.81737,95.166846,1574.35
P03336,23.580294,93.787724,891.83
P03337,25.049023,94.066976,912.44
P03338,24.363241,92.306238,512.33
P03339,27.176339,96.942075,1073.1
P03340,24.452514,94.690618,779.51
P03341,25.031744,91.803815,469.91
P03342,24.567239,93.191183,1112.25
P03343,24.864692,90.695105,880.94
P03344,27.362828,93.287022,1380.24
P03345,25.221336,94.26686,1266.84
P03346,26.004604,95.167057,1015.26
P03347,25.971712,92.318962,838.22
P03348,27.614738,90.647432,1122.58
P03349,29.08411,91.422745,1018.07
P03350,27.788729,92.539403,634.56
P03351,25.774891,94.200742,689.41
P03352,25.93003,92.01827,415.9
P03353,25.663964,93.997942,793.18
P03354,27.359317,93.323161,1538.08
P03355,24.636278,91.517144,775.31
P03356,24.691295,92.907598,920.09
P03357,25.308555,94.442326,820.04
P03358,27.556511,91.98575,840.04
P03359,25.558987,93.484898,1017.5
P03360,28.700809,92.840548,1185.41
P03361,27.441059,93.162967,1088.23
P03362,25.555062,93.033937,986.13
P03363,23.58387,93.495761,992.08
P03364,22.542382,94.967112,486.2
P03365,25.578147,92.66533,577.09
P03366,29.5,94.996081,1325.62
P03367,25.103835,94.626851,663.87
P03368,24.356889,94.493908,707.98
P03369,22.902178,92.367582,585.57
P03370,28.446198,93.446171,1362.1
P03371,25.103338,94.643253,726.05
P03372,25.239398,94.641967,684.75
P03373,26.179962,92.465791,300.0
P03374,27.876384,95.55313,1234.77
P03375,25.038446,93.315589,913.72
P03376,24.289675,93.934427,586.84
P03377,25.555042,91.512419,308.8
P03378,25.028806,93.655341,989.06
P03379,25.029038,92.279757,801.08
P03380,26.46318,94.78282,961.84
P03381,27.496338,95.706619,1195.36
P03382,24.86889,93.963314,1103.23
P03383,22.887817,93.130783,300.0
P03384,25.900833,92.11887,889.92
P03385,27.439619,95.747873,1579.83
P03386,26.157943,91.706533,672.31
P03387,24.528992,95.175601,555.2
P03388,27.952891,95.685035,1188.25
P03389,26.513109,94.167755,728.51
P03390,25.278197,93.966165,752.24
P03391,25.472498,94.161063,939.64
P03392,23.630972,93.91267,762.75
P03393,28.412269,91.882471,1077.7
P03394,24.204253,92.916869,1208.49
P03395,28.083424,95.999265,1055.84
P03396,29.5,95.80394,1043.44
P03397,23.206819,92.91339,300.0
P03398,25.617836,95.033071,822.64
P03399,28.034613,89.989469,1142.04
P03400,22.507858,92.931158,414.97
P03401,23.477699,94.267008,784.34
P03402,26.692086,93.042582,859.07
P03403,25.690468,93.613384,492.84
P03404,26.746442,94.554438,698.03
P03405,28.469282,91.551696,1135.31
P03406,24.939281,91.652049,356.42
P03407,25.970727,96.16202,682.28
P03408,26.564608,94.950384,1324.28
P03409,24.102776,92.656595,695.14
P03410,25.679244,91.636635,1399.75
P03411,26.13317,93.748038,1003.06
P03412,25.500195,91.980923,729.62
P03413,25.913318,93.507989,1002.37
P03414,27.54465,89.905674,1376.32
P03415,24.868103,92.34875,569.77
P03416,27.059851,94.050793,437.93
P03417,27.831605,93.235007,1233.88
P03418,27.033021,93.740944,683.31
P03419,26.563255,95.513443,866.93
P03420,23.550637,93.90459,429.6
P03421,28.259804,93.475203,1654.08
P03422,27.471552,95.099993,1171.39
P03423,25.629672,93.744849,561.75
P03424,25.456267,93.784616,501.27
P03425,27.538129,91.172145,1287.47
P03426,27.432835,95.547691,748.14
P03427,26.494913,91.726723,915.79
P03428,27.288132,88.272035,1267.79
P03429,26.591998,91.345627,658.95
P03430,26.591221,91.490945,402.32
P03431,27.453376,95.811706,1100.4
P03432,28.479072,91.459752,1103.05
P03433,27.701866,92.710134,1041.21
P03434,23.144373,92.284519,462.16
